218,284
526,556
1434,1506
1757,1806
1972,2023
2402,2454
2966,3028
3181,3264
3519,3908
3993,4124
4676,4808
4976,5075
5534,5660
5970,6059
6368,6515
7202,7308
7527,7624
8311,8414
8782,8929
9229,9449
10158,10264
10419,10554
10764,10923
11111,11288
11505,11602
11810,11917
12135,12305
12467,12602
12717,12860
13008,13162
13420,13570
13647,13798
14172,15540
15631,16009
16158,16312
16342,16677
16758,16995
17053,17201
17326,18265
18307,18498
18525,18677
18694,18741
18833,18900
18948,18992
19409,19458
19570,19590
20010,20039
20459,20535
20646,20691
20844,20966
21058,21183
21254,21362
21559,21650
21783,22032
22136,22322
22679,22863
22920,23121
23186,23354
23668,23790
24168,24855
25022,25839
25895,25938
26035,26556
